IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
3136,3136,farmer want to know information about control of flower drop Problum in Aonla plant?,recommended for to control of flower and fruit drop spray planofix 5 ml per pump,,,,
3137,3137,"Farmer wants to update mandi rate facility on his mobile?
","Your mandi rate facility registration has been successfully updated at kishan call center.	
",,,,
3138,3138,Farmer wants to know about varieties of lentil ?,"varieties of lentil is JL-3, JL-1, I. P. L. 81, Mallika",,,,
3139,3139,farmer  wants to know information about variety of wheat ?,"wheat variety J.W. 1201,
G.W. 366,
Raj 3067,
M.p.o. 1215,
H.I. 8498",,,,
3140,3140,farmer wants to know information about control  termites in wheat crop?,recommended for to control of tarmit attack in wheat  crop broadcast phorate 10g 4 to 5 kg /ha mix with 10 kg sand.,,,,
3141,3141,0,0,,,,
3142,3142,how to control fungal disease  in mango ?,use trycoderma with fym faretilizer  and imidacholoropid for insect ,,,,
3143,3143,farmer want to know information about how to control mites in papaya crop ?,recommended for to control mites in papaya crop spray ethion @30ml/PUMP of water,,,,
3144,3144,"how to control SUCKING IN gram ?
",recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3145,3145,FARMER WANT TO KNOW INFORMATION ABOUT HOW TO CONTROL FUNGAL ATTAIK   IN GINGER CROP,RECOMONDED SPRAY OF CARBANDAZIM + MENCOZEB 40 GRAM AND STRAPTOCYCLINE 3 GRAM AT 15 LITTER OF WATER,,,,
3146,3146,Farmer want to know about gram variety ?,J.G. 14 jaki  9218 JG 63,,,,
3147,3147,"	
	Farmer needs information regarding how to control sucking pest in   brinjle    crop?
",•	Spray diAmethoate 30 EC 500 ml/ha ór 30 ml per pump,,,,
3148,3148,"Farmer needs information regarding control measures of fruit & shoot borer in brinjal crop?
","Recommended for to control fruit & shoot borer in brinjal crop spray novaluron@10muck
lper pump",,,,
3149,3149,Farmer needs information regarding weather for tikamgarh dist. of state madhya pradesh?,According to meteorology department of India there is No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy,,,,
3150,3150,farmer want to know information in crop gram  variety ?,"J.G. 14

2009 95-110 20-25
Suitable for making pulses, more temperature tolerant, cold-water resistant, irrigated areas of central region, recommended for late planting",,,,
3151,3151,FARMER WANTS TO KNOW ABOUT MUSTURD VARIETIES?,"grow musturd varieties jawahar sarso-2,3 ,rajvijay sarso.",,,,
3152,3152,"Farmer wants to know information about varieties of mustard?
","Recommended for varieties of mustard jm-1, swarn jyoti, basundhra, rgl-73, pusa bold are the popular varieties under cultivation.",,,,
3153,3153,"
Farmer wants to know about control measures of red spider in papaya plant?
","Recommended for Spray dicofol 18.5 EC 2.5 ml/lit of water. 
Spray of ethiyan 30 ml/ 16 litre  of water",,,,
3154,3154,farmer want to know weather information of tikamgarh district ,"Tikamgarh Weather Today (1–3 days)
Mostly dry. Warm (max 32°C on Wed afternoon, min 19°C on Mon night). Wind will be generally light.

Tikamgarh Weather (4–7 days)
Mostly dry. Warm (max 33°C on Thu afternoon, min 20°C on Thu night). Wind will be generally light.",,,,
3155,3155,"Farmer want to know information about varieties of gram?
","Recommended for varieties of gram Bharti (I C C V 10), Jawahar 74 gram, 218 gram Precious Stone, Victory, Jawahar 322 gram,Jawahar gram 11 gram 130 Jawahar, Jawahar gram 16 gram 315 Jawahar, B G D 72, Zaki -9 218 101 are the popular varieties under cultivation.",,,,
3156,3156,"Farmer want to know information about irrigated Varieties of wheat?
","Recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106,  are the popular varieties under cultivation.",,,,
3157,3157,"farmer want to know information about polly house?
","to know information about polly house contact to your R H E O 
",,,,
3158,3158, farmer want to know about Varieties of mustard crop?,"Recommended for Pusa bold, varuna, kranti, rohini, Jawahar sarso-2, Pusa jai kishan are mustard varities.",,,,
3159,3159,Farmer wants to know about msp ?,msp of urda 5600,,,,
3160,3160,Farmer wants to know information about market information of Sesamum?,"18/10/2018Mandi  : TikamgarhCommodity : Sesamum(Sesame,Gingelly,Til)(Modal Price): 9096/Quintal",,,,
3161,3161,"Farmer want to know about control of sucking pest in onion crop ?
",Recommended for Spray imidachloprid 17.8%SL 5 to 7 ml  per pump.,,,,
3162,3162,farmer want to know showing time of wheat ?,"Uninterested: from mid-October to first week of November

Semiconductor: First fortnight of November month

Irrigated (from time): Second fortnight of November month

Irrigated (delayed): from the second week of December",,,,
3163,3163,farmer want to know about fertilizer dose of bengal gram crop ?,"recomonded dose of fertilizer in gram crop 25kilo,60kl",,,,
3164,3164,"farmer want to know information about How to control of fungal attack in gram  crop ?   
",recommonded thiophanate methyl 70 % wp 25 gram / 16 litre of water spray,,,,
3165,3165,Farmer wants to know information about varieties of irrigated wheat crop?,"Recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha, pusa tejas ,pusa ujala,H.I 8663 are the popular varieties under cultivation",,,,
3166,3166,farmer want to know about wheat crop variety ?,"recomonded J W 1201,G W 366, RAJ 3067 ,MPO 1215",,,,
3167,3167,farmer want to know information in weather forecast dist tikamgarh ?,"Tikamgarh Weather Today (1–7 days)
Mostly dry. Warm (max 33°C on Thu afternoon, min 20°C on Thu night). Wind will be generally light.Light rain (total 3mm), mostly falling on Sat night. Warm (max 33°C on Sun afternoon, min 19°C on Mon night). Wind will be generally light.",,,,
3168,3168,"how to control flower drop in papaya crop?
",recommended for spray to planofix 5-7 mili/pump,,,,
3169,3169,farmer want to know information in crop potato variety ?,"Kufri Jyoti, Kufri Muthu, Kufri Swarna, Kufri Thangam, Kufri Malar, Kufri Soga and Kufri Giriraj are commonly cultivated.",,,,
3170,3170,"farmer want to know information about varieties of wheat ?
","recommended varieties of wheat
J.W. 1201,
G.W. 366,
Raj 3067,
M.p.o. 1215,
H.I. 8498",,,,
3171,3171,farmer want to know which crop should be grown in rabi crop?,"Dear farmer following crop should be grown in rabi  season like guava ,ber, fengugreek , palak ,banana ,citrus ,orange ,onion , potato ,tomato , garlic , etc crop .",,,,
3172,3172,farmer want to know Fertilizer dose in wheat crop?,"Urea 175 kg, DAP 109 kg and MOP 50 kg per hac.",,,,
3173,3173,"Farmer want to know about Unirrigated Varieties of Wheat crop?
","Recommended for Unirrigated – sujata, MP 3020, HW 2004 (amar), JWS 17, HI 1500, HI 1531, HI 4672 (Malavratna), HI 8627, HI 7483 (Meghdut) are wheat crop varieties.",,,,
3174,3174," Farmer want to know information about how to control SUCKING IN papaya ?
",recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3175,3175,farmer want to know seed rate and sowing time of coriander crop ?,"The right time for sowing of coriander for the grains is the first fortnight of November. The time of October to December time for green leaf harvesting is suitable for sowing. It is advisable to sow coriander in the second week of November, to protect against paddy. Seed rate: 15-20 kg / ha in irrigated condition. 25-30 kg / ha in seed and unincorporated Seeds are required.",,,,
3176,3176,how to control flower drop in tomato  ?,recommended for spray to planofix 5-7 mili/pump,,,,
3177,3177,Farmer wants to know about how to control wilt disease in gram crop?,Recommended for Tricoderma viridi culture 3 to 4 kg per acer per year for control of wilt disease in gram crop.,,,,
3178,3178,farmer want toknow how sesd treatment in chickpea crop ?,"Disease Control:

1. To protect crop from boiling and root rot, treat 2g of thyme by 1 gm of carbendazim, per kg of seeds. Or

2. Treat beta wax with 2 grams / kg.



Pest Control:

1. Treat thymethoxem 70WP 3 gms / forts at the rate of seed

 



Seed Treatment -Bacterial culture: Rhizobium and P. S. B. Treat every 5 grams of quantity per kg at the rate of the seed.

2. Make a solution in half a liter of 100 grams of jaggery, heat the lukewarm solution and cool down to mix one packet rhizobium culture.

3. Sprinkle the solution evenly over the seed and mix it slowly with the hand so that the culture sticks to the top of the seed.

4. Dry the treated seeds for some time in the shade.

5. P.S.B. Seed treatment from culture like Rhizovium culture.

6. Treat molebdenum at the rate of 1 gram per kg seed.",,,,
3179,3179,Farmer want to know information about seed treatment of gram?,Recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed.,,,,
3180,3180,farmer want to know information about seed treatment of Matar ?,recommended for   seed treatment of Matar treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed,,,,
3181,3181,Farmer  wants  to know information about ferti. Schule for gram (chick pea) crop ?,"to achieve good yield, use 175 kg of urea ,109 kg DAP, 83 kg potash and 20 kg zinc sulphate per hectare per hectare.",,,,
3182,3182,farmer want to know information about How to control of weed attack in onion  crop?,recommended for to control of weed attack in onion  crop oxyflorfen @80ml/acer.,,,,
3183,3183,farmer want to know information about VARIETY OF WHEAT?,"Variety





Stage (yield quintile / ha)



Uninterrupted





An irrigation





Two irrigation

J.W. 17 18-20



30-32

-

J.W. 3020 18-20 32-34 40-42

J.W. 3173 18-20 34-36 40-42

J.W. 3211 18-20 37-39 43-45

J.W. 3269 18-20 37-39 43-45",,,,
3184,3184,Farmer  wants  to know information about disease management of buffalo?,"Recommended  for to know information about disease management of buffalo  contact to your animal hospital/veterinary doctor or contact 18001801199,1962",,,,
3185,3185,farmer want to know seed treatment of gram for controlling wilt disease?,"seed treatment for gram should be done with 2g of thiram  1 gm+ carbendazim, per kg of seeds.",,,,
3186,3186,farmer needs information regarding fungal attack in fenugreek crop?,Recommended for to control of fungal attack use copper oxy oxychloride 50 wg (blueget 727 sumil chemicals) 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
3187,3187,farmer want to know information about How to control of fungal attack in fenugreek crop?,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
3188,3188,Farmer needs information regarding control measures of sucking pest in brinjal crop ?,"Use recommended dose of spray imidacloprid 17.8 sl (admire, confidor 200 sc, 250 ml per hectare) 5-7 ml at 15 liter of water.",,,,
3189,3189,farmer want to know how to control wilt disease in bengal gram (chana)?,"To protect crop from wilt and root rot, treat 2g of thiram  by 1 gm of carbendazim, per kg of seeds 2 or  Treat beta wax with 2 gm /kg seed",,,,
3190,3190,Farmer want to know information about seed treatment of potato ?,Use Carbon disulphide 30 g/100 kg of seeds for breaking the dormancy and inducing sprouting of tubers.,,,,
3191,3191,Farmer wants to know information about seed treatment of potato ?,"Seed treatment

Use Carbon disulphide 30 g/100 kg of seeds for breaking the dormancy and inducing sprouting of tubers after that use  thiram 3gm/kg of seed for seed treatment.",,,,
3192,3192,farmer wants to know about the variety of wheat for ujjain district?,"recommended following vareity for ujjain district that is J.W. 1201, J.W. 322 J.W. 2Hi 1544, h. 8498 (hard),

M.p.o. 1215 J.W. 1201, J.W. 322, J.W. 273, HIV 1544, H.I. 849 (Hardia), M.P.O. 1215",,,,
3193,3193,farmer want to know information about weather in his local area,information provided by kisan call centre was the weather condition in his local area there was nothing possibility of raining in next 4 to 5 days but there may be possibility of partially cloud in next 4 to 5 days,,,,
3194,3194,Farmer want to know about Varieties of Wheat crop?,"Recommended for Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, 322, MP 1142, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti).",,,,
3195,3195,Farmer wants to know about weed control in gram ?,"Pandyhythaline 3.3 liters for Aakri, Bhui Amla, Wild Wheat, Wild Spinach Sabuni Ghehua, Wild Oats, Gudi Danda Bathuva. Use per hectare within 3 days of sowing",,,,
3196,3196,Farmer needs information regarding control measure of fungal disease in onion crop?,Recommended for control of fungal attack spray copper oxychloride 30-40gm/pump and streptocyclin 2 gram at 15 liter of water,,,,
3197,3197,farmer want to know that field prepration of wheat crop?,"Farm preparation



Summer plowing



Deep plowing once in three years",,,,
3198,3198,Farmer needs information regarding how to increase size and production in paddy crop?,Recommended for N: P: K 0:52:34 1 kg at per Acer,,,,
3199,3199,Farmer want to know information about How to control of fungal attack in chick pea  crop?,recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water.,,,,
3200,3200,farmer want to know information about how to control sucking pest in ONIOJN?,recommended for spray imedaclorpid @5-7 ml/pump,,,,
3201,3201,Farmer  wants  to know information about how to control wild animals?,To control wild animals spray product taar.,,,,
3202,3202,Farmer needs information regarding control of weed attack in onion crop?,Recommended for to control of weed attack in onion crop  Oxidiargyl 80 WP(80% w/w) @800-1000 ml/hectare before planting,,,,
3203,3203,how to control SUCKING IN onion ?,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3204,3204,farmer need to vairety in kusum crop ?,NARI-6 ripening period 117-137 10 rupees per hectare crystalline variety oil is high.,,,,
3205,3205,Farmer want to know information about control of fungal attack in onion ?,Dear farmer use recommended dose of Carbendazim 12% + Mencozeb 63% 300-350gm/acre or 30-35gm/pump,,,,
3206,3206,Farmer needs information regarding how to increase growth of onion?,Recommended for N: P: K 0:52:34 mono potassium phosphate (Potassium Dihydrogen Phosphate) 1 kg at per Acer or 100 gram per pump,,,,
3207,3207,farmer want to know information about varieties of  irrigated wheat?,"recommended for varieties of irrigated wheat M.P. lok 1 seed rate - 100kg/hact. (for normal condition), 120kg /hact. (for coarse size grain )

  125 kg /hact.  (for late sowing)

    2.5 kg thiram or 2.5 kg carbendazim or 5 gram trycoderma spore @ 1kg seed.",,,,
3208,3208,farmer wants to know wilt resistant variety ?,"kisan bhai bengal gram resistant variety to  wilt  Sweta 
(ICCV-2)",,,,
3209,3209,Farmer want to know about sowing time of wheat ?,Sowing time of wheat is 15 october to 15 november.,,,,
3210,3210,Farmer need information regarding control measures of fungal attack in gram  crop?,recommended for to control of fungal attack in coriender crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water,,,,
3211,3211,"Farmer wants to know information about seed rate of gram ?
",recommended for Seed rate of gram is 65kg/he,,,,
3212,3212,farmer want to know about weed management of garlic?,"After 25-30 days of sowing by proper hoop or spade for proper air circulation in roots, first Dudai-Gudai and other Nudai-Gudai should be done after 45-50 days.

Pluclorolin 1 kg for weed control Active ingredient before sowing or paraffinethylene 1 kg The active ingredients should be sown after sowing in the pre-500 liters of water and sprayed at a rate of hectare.
After",,,,
3213,3213,farmer want to know information about variety of potato  ?,"variety of potato  kufri sindur kufri chandermukhi, chip sona-1, chip sona-2",,,,
3214,3214,"Farmer needs information regarding control of weeds in garlic/rice crop?
",Recommended for before germination use pendimethilin 30EC 500-700  ml at  per hectare or 20-25 ml per pump. spray with in 0-3 days.,,,,
3215,3215,Farmer wants to know information about phone number of vitenary department?,Recommended for to know information about disease management of animal please contact to your animal hospital/veterinary doctor or contact 18001801199 or 18001805141 or  18001806224 or 1962,,,,
3216,3216,Farmer wants to know information about field treatment of gram fungicide?,Recommended for wilt in gram tricoderma viridi 5kg/ha.,,,,
3217,3217,"Farmer needs information regarding control measures of Lemon/citrus fruit cracking?
",Spray borax @ 3 gm/liter.,,,,
3218,3218,	Farmer needs information regarding control measures of termite in ROSE  crop?,"•	use recommended dose of chloropyriphos 20EC 1 liter, mixed in 8-10 kg of sand and broad cast in 1 acre of field.",,,,
3219,3219,	Farmer needs information regarding control measures of termite  in  gram crop?,•	  recomended chloropyriphos 20 EC @ 1ml/litre to control Shoot and fruit borer.,,,,
3220,3220,Farmer needs information regarding incresing size of onion crop?,Use recommended dose of  NPK 0:52:34 100 gram per pump.,,,,
3221,3221,farmer wants  to know about irrigation of potato crop?,irrigation in potato crop after 7 days of germination.,,,,
3222,3222,farmer want to know information about how to control fruit drop in orange ,recomonded spray of planfix 8 ml par pump,,,,
3223,3223,farmer want information in crop variety gram ?,"Zakie 9218 2006 112 18-20
Low sprawling plant, prophage branches, plant light brown, grained angular shape, smooth surface, weed 20-27 grams, recommended for irrigated and unincorporated cultivation.",,,,
3224,3224,Farmer wants to know information about horticulture information  ?     ,To know information about horticulture please contact to your department of horticulture  or please contact rural horticulture  extension officer ...          ,,,,
3225,3225,farmer want to know about of cultural pratice in wheat crop ?,dear farmer suggest by in wheat crop by cultural pratice ,,,,
3226,3226,"Farmer needs information regarding seed treatment for soybean crop?
",For seed treatment-Use recommended dose of carbandazim + thirum (2:1) 3 gram per kg of seed or thirum + carboxin 75 wp 3 gram per kg of seed or Thiamethoxam 78 WG 3 gram per kg of seed or trichoderma virdi 5 gram per kg of seed or Mancozeb or metalexil or kepton fungicide 3 gram per kg of seed.,,,,
3227,3227,"Farmer need information regarding control measures of fungal attack in garlic  crop?
",recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
3228,3228,"farmer want to know information about govt. schemes of horticulture ?
","recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..
",,,,
3229,3229,"farmer want to know about Pradhan Mantri Fasal Bima Yojana?
",The premium under the Pradhan Mantri Fasal Bima Yojana is way less than the previous government or private crop insurance schemes. The premium amount for Kharif crops is 2 percent and 1.5 percent or the sum insured for Rabi crops. Karif and Rabi covers most food crops and oil crops cultivated in India. The premium for commercial or horticultural crops (including cotton) is pegged at 5 percent for one year.,,,,
3230,3230,Farmer wants to know information Govt. schemes ?,Recommended for to know about govt. schemes please contact rural agriculture extension officer,,,,
3231,3231," farmer want to know information about bhavantar Yojna .?
","For more information about Bhavantar, please contact these numbers 0755-2540500,18002332501",,,,
3232,3232,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER FORECAST FOR UJJAIN DISTRICT?,NO CHANCES OF RAINFALL IN YOUR DISTRICT NEXT FIVE DAYS ,,,,
3233,3233,"Farmer needs information regarding fertilizer dose for wheat crop?
Irrigated wheat
","1]Urea 104 kg, single super phosphate- 150 kg,, murate of potash- -27 kg
2] DAP - 52 kg, urea-85 kg , murate of Potash-27 kg",,,,
3234,3234,Farmer needs information regarding variety for wheat crop?,"Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti),HI 8663,pusa ujala ,pusa tejas.",,,,
3235,3235,Farmer needs information regarding control measure of fungal disease in paddy  crop?,"Recommended for thiofinet mithail 25 gram,",,,,
3236,3236,"farmer want to know information about	Varieties of  onion?
","recommended for Varieties of  onion Pusa Red, Pusa White Flat, Pusa White Round, Pusa Ratnar, S-131, Early Grano, Punjab Selection, Punjab Red Round, Punjab-48, Punjab Red Round, CO-1(Multiplier), CO-2, CO-3, CO-4, MDU-1, Hissar 2, Kalyanpur Red Round, Udaipur 101, Brown Spanish (Long day) and VL-1 (Long day).",,,,
3237,3237,farmer want to know how to control SUCKING IN onion  ?,recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3238,3238,what is fertilizer dose in lentil crop?,"Fertilizer dose in lentil crop Recommended for Urea 54 kg, SSP 313 kg  per hac.",,,,
3239,3239,Farmer want to know how to control fungal attack in fenugreek?,Recommended for to control of fungal attack spray carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water.,,,,
3240,3240,"Farmer wants to know about fertilizer dose in onion crop?
","Recommended fertilizer  for In onion crop approxiy  apply urea 215  kg , DAP 109 kg  and MOP 80 kg/hac. and 25 kg zinc sulphate per hectare at the time sowing.",,,,
3241,3241,Farmer wants to know information about agriculture insurance.,"Recommended for to know information about agriculture insurance contact to your nearest bank & dial 18001030061
Recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903",,,,
3242,3242,farmer want information to control thrips attack in onion?,"To control this, spray Neem oil based insecticides, or imedacloprine insecticide with 17.8 s. The amount of medicine is 125 ml / ha. Sprinkle in 500-600 liters of water.",,,,
3243,3243,Farmer  wants  to know information about fertilizer  schedule in wheat?,"Recommended  for fertilizer  schedule in wheat , 130kg DAP AND 67kgMOP/hacter",,,,
3244,3244,farmer want to know information about	Varieties of  Groundnut ?,"JGN-3, TG-37A , JL-501, JL-501, GG-20",,,,
3245,3245,farmer want about mustard water management ?,"Mustard:
If the mustard seed is given without bole, then first irrigation be done on 30-35 days of sowing. After this, if the weather is dry, i.e. 60-70 days of Bonnie, if the water is dry, then the irrigation must be done during the time of development of beans or pods. In the bifurcated area, where the mustard crop is cultivated in the irrigated condition, the first irrigation should be done on the 40-45 days of the sowing of the crop and on 75-80 days if the second irrigation is not available.",,,,
3246,3246,FARMER WANT TO KNOW INFORMATION ABOUT WEEDICIDE IN POTATO CROP?,DEAR FARMER SPRAY WEEDICIDE SIMAIZIN 0.500 KG/HACTARE MIX IN 700 LITER WATER .SPRAY DONE WITHIN 7 DAYS.,,,,
3247,3247,farmer want to know about nutrient management in garlic ?,"25 kg Gink sulphate should be used once per year in 3 years. Using drip irrigation and fertigation, the yield increases with the use of water-soluble fertilizers through drip irrigation.",,,,
3248,3248,farmer want about potato water mangement ?,"Irrigation
The saying is - potatoes and maize lick water - they do not drink. Therefore, giving a little water at a time at a time is beneficial for more yield. Because the quantity of compost is kept high, therefore 10 days after the implantation, but within 20 days, first irrigation must be done. By doing so, it will be very quick and the number of per plant tubers increases, which results in two fold increase in yield. By using the first irrigation timely, the fertilizer used in the field starts using crops as per requirement from the beginning. The time of the two irrigation seeds can be increased on the basis of the soil condition and experience of the soil. However, do not keep between two irrigation for more than 20 days. Stop irrigation 10 days before digging. By doing this, the tubers will clean at the time of excavation. Keep in mind that irrigation should be done only by half the drain in each irrigation so that the remaining part is solidified by risab",,,,
3249,3249,farmer want about white grub in groundnut ?,"In the last plowing of the dear farmer brother land, the fortate 10g or carbofuran 3g is treated at 20-25 kg per hectare.",,,,
3250,3250,"farmer want to know information about fertilizer  schedule in wheat ?
","recommended for fertilizer  schedule in wheat  211kg urea, 188 kg NPK 12:32:16  AND 17kgMOP/hacter",,,,
3251,3251,"Farmer wants to know about fertilizer dose in garlic crop fertilizer dose in garlic crop?
","Recommended for Urea 175 kg, DAP 109 kg and MOP 85 kg per hac.",,,,
3252,3252,Farmer wants to know information about how to control of Termite in wheat crop? ,Recommended for upon the outbreak of the standing crop termite’s  chloropayriphos 20 EC 500 ml with gation water per acre to the drug. Ardhsincit land above the amount of drug dissolved in 3 liters of water mixed with 50 kg of sand spread on the farm Lgaven water.,,,,
3253,3253,Fertilizer dose in garlic  crop?,"DAP 109KG/HAC 
UREA 175KG/HAC
MOP 83KG/HAC 
ZINK SULPHATE 25KG/HAC",,,,
3254,3254,farmer want to know information about  how to increase growth of  - orange? ,"recommended for foliar application of IFFCO 0:0:50 water 
soluble fertilizer @ 100 gm/pump.",,,,
3255,3255,farmer want to know pest controll in pigeon pea ?,"dear farmer spray Emamectin benzoate 5%SG, 8 gm/ pump",,,,
3256,3256,"Farmer need information regarding control measures of fungal attack in  GRAM crop?
",recommended for to control of fungal attack in gram crop use belademycin 25ml at 15 liter of water,,,,
3257,3257,farmer want to know about fertilizer dose of gram ?,"Fertilizers should be used on soil testing basis only.
Nitrogen stabilization bacteria are found in the glands found in the roots of gram plants, which absorb the nitrogen from the atmosphere and use this nitrogen to make the plants grow.
To achieve good yield, use 20-25 kg of nitrogen 50-60 kg phosphorus 20 kg potash and 20 kg per hectare per hectare.
Scientific research has shown that in the unstructured condition, 2 percent urea or DAP Spray on the crop will increase the yield of gram",,,,
3258,3258,"Farmer want to know information about what are fertilizer doses in bengal gram crop?
","Recommended urea = 43. Kg., super phosphate  =350. Kg., muriate of potash = 25. Kg. And sulphur 20 kilogram   use per hectare.",,,,
3259,3259,"Fertilizer dose in POTATO crop?
","recommended for fertilizer  schedule in POTATO 176 kg urea, 217 kg DAP AND 167 kg MOP/hacter",,,,
3260,3260,	Farmer needs information regarding how to control sucking pest in ONION crop?,•	Spray fipronil 5 % (Regent)@ 25 ml at 15 liter of water.,,,,
3261,3261,farmer want to know that information of purpal bloch of onion?,"If the symptoms are shown, sprinkle the menekogab (2.5 g / l) of water within 10 days interval. Mix these adhesive substances such as sanwow witt, triton or ordinary gum so that the sticks can stick to effective control on the leave",,,,
3262,3262,"
Farmer  want to know how to control sucking pest in onion crop?
",dear farmer Recommended for spray to fipronil 30 mili/pump.,,,,
3263,3263,"	Farmer needs information regarding how to control sucking pest in Onion crop crop?
","Recommended for to control sucking pest Spray any one of the following insecticides in the initial stage of infestation 
•	Spray diAmethoate 30 EC 500 ml/ha ór 30 ml per pump 
•	Spray Methyl demeton (metasystox 25 ec) 25 EC@ 500 ml/ha or 25 to 30 ml per pump.
•	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.
•	Spray Acetamiprid 20% SP 4-6 gram per pump.
•	IMIDACLOPRIDE 70 % WG 3-5 gram per pump
•	IMIDACLOPRIDE 30.5 %SC Agricultural insecticide  3-5 gram per pump
•	CYPERMETHRIN 10% EC  20-30 ml per pump",,,,
3264,3264,farmer want to know that information of seed treatment of wheat crop?,"Seed Treatment

Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.

Tuberculosis is treated with 1 gram / kg seeds and is protected from the Pandava disease.

The availability of phosphorus increases with the treatment of PSB culture 5 grams / kg seed.",,,,
3265,3265,Farmer want to know information about How to control of fungal attack incrop?,Recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,,,,
3266,3266,"Farmer need information regarding control measures of fungal attack in onion  crop?
",recommended for to control of fungal attack spray  carbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
3267,3267,"how to control SUCKING IN onion?
",recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP,,,,
3268,3268,Farmer needs information regarding control measure of fungal disease in pea  crop?,Recommended for to control of fungal attack in gram crop use captan + hexaconazol 40gm.and streptocyclin 2 gram at 15 liter of water,,,,
3269,3269,farmer needs information fertilizer dose in wheat crop?,"Recommended for fertilizer dose in irrigated wheat Use urea 260 kg, 375 kg, MOP 66 kg/ha",,,,
3270,3270,"Farmer needs information regarding how to control sucking pest in onion      crop?
",kisan bhai in your onion crop spray Fenwheelate 20% EC to 25-30 ml per pump per spray,,,,
3271,3271,"Farmer needs information mandi rate of wheat crop ujjain dist.?
","Ujjain Mandi Prices 22/10/2018 Mandi: Ujjain Commodity: Wheat
(Modal Price): 2010 / Quintal",,,,
3272,3272, farmer want to know about Fertilizer dose in wheat crop?,"Urea 175 kg, DAP 109 kg and MOP 50 kg per hac.",,,,
3273,3273,"farmer want to know information about seed treatment of gram crop ?
",recommended for seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed,,,,
3274,3274,"Farmer want to know information about weather of ujjain district?
","No chance of rainfall for next five days.
",,,,
3275,3275,"Farmer need information regarding fertilizer dose in wheat crop?
","Recommended for Urea 210 kg, DAP 130 kg and MOP 67 kg per hac.",,,,
3276,3276,"Farmer wants to know information about seed treatment of gram?
",Recommended for seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed,,,,
3277,3277,farmer want to garlic  fertilizer dose prati hacter ?,"The quantity of manure and fertilizer depends on the fertility of the land. Generally, 20-25 tonnes of cow dung or compost per hectare or 5-8 tonnes of Vermicompost, 100 kg / ha. Nitrogen, 50 kg Phosphorus and 50 kg Potash is required. 175 kg for this Urea, 109 kg, di ammonium phosphate and 83 kg Mutant of potash is needed. Dung manure, D.A. The full quantity of P. and potash and half the quantity of urea should be mixed in the land during the final preparation of the field. The quantity of remaining urea should be given with spraying after 30-40 days in a standing crop.

Using the amount of micronutrients increases yield in the yield. 25 kg Gink sulphate should be used once per year in 3 years. Using drip irrigation and fertigation, the yield increases with the use of water-soluble fertilizers through drip irrigation.",,,,
